train,valid
0.0066408461001448,0.0062378107756376
0.0061842254705179,0.0059293942190706
0.0059464273278039,0.0057557333707809
0.0057442150072762,0.0055571581982076
0.0055618177669438,0.0053468475043773
0.0053891409947254,0.0051973327361047
0.0052366330185696,0.0050749586168676
0.0050957174503062,0.0049747226629406
0.0049625321398504,0.0048170376867055
0.0048458872752758,0.0047416294328868
0.0047370338880906,0.0046223787330091
0.0046425708353864,0.0045435863602906
0.0045597533205934,0.0045035601146519
0.0044814265673807,0.0044139028917998
0.0044126630747339,0.0043408570922911
0.0043457669746011,0.0042926006838679
0.004287042112771,0.0042478789854794
0.0042340098002467,0.0041900858096778
0.0041880113200638,0.0041418297849595
0.0041399313874852,0.0041030660402029
0.004097494745281891,0.0040684645045548674
0.004052906497247731,0.003999040327966213
0.004015614147693775,0.003992451719939709
0.0039879839752797784,0.0039686091970652345
0.003957116778511494,0.003942814623937011
0.003936435360782824,0.003919493893161416
0.0039157965242827,0.003899825669825077
0.003895511902041567,0.0038728163465857504
0.0038811419577227707,0.0038768036235123874
0.0038662696771990185,0.00386433925665915
0.003855129752230768,0.0038503676038235428
0.0038473587163304463,0.0038481636736541988
0.003835662070977183,0.003834618762135506
0.003827030132985867,0.0038434369023889305
0.0038196777578252857,0.003831829395145178
0.0038132463595249686,0.0038268745485693216
0.0038082667056637738,0.0038157096710056066
0.0038030971334086726,0.0038121897205710413
0.0037968457079888248,0.0038121046144515276
0.0037935468734215244,0.0038078579027205706
0.0037888388897771366,0.0038027042243629692
0.003784397680955097,0.003797291871160269
0.0037831615540570916,0.003800255384296179
0.0037781824699986855,0.0038009595293551682
0.0037762017878956687,0.003792361093685031
0.0037733935423719047,0.003794232873246074
0.0037700170420479186,0.003790585894137621
0.0037668694120150405,0.0037905274350196125
0.0037647938629546867,0.0037876057047396897
0.0037621497555960196,0.0037886738535016775
